age_group,race,income,gender,JOBSAT_W157,JOBSEC_W157,AIWRKOPPO_W157,AIWRKFEEL_c_W157,AIWRKHEARD_W157,CHATWRK_W157,WEIGHT_W157
65+,White,Middle,Female,2.0,2.0,3.0,1.0,2.0,5.0,0.2689128857411455
30-49,Asian,Upper,Female,1.0,2.0,,,3.0,,1.1019558221764916
50-64,White,Upper,Female,3.0,1.0,4.0,1.0,1.0,4.0,0.6736305271951953
65+,White,Middle,Male,2.0,2.0,3.0,2.0,2.0,4.0,0.5530202913091864
30-49,Hispanic,Middle,Female,3.0,3.0,2.0,2.0,1.0,3.0,0.6401700689036077
30-49,White,Middle,Male,1.0,1.0,3.0,2.0,2.0,5.0,2.474518644119025
30-49,Other,Low,Female,2.0,1.0,2.0,1.0,1.0,5.0,4.764723573445259
50-64,White,Middle,Female,3.0,1.0,,,3.0,,0.3764473789728354
50-64,White,Upper,Female,4.0,2.0,3.0,2.0,1.0,4.0,0.438937704393161
50-64,White,Upper,Male,1.0,1.0,1.0,2.0,1.0,5.0,0.6652333246710461
50-64,Black,Middle,Female,3.0,5.0,3.0,1.0,1.0,4.0,0.8464343900841407
50-64,White,Middle,Male,2.0,1.0,3.0,2.0,2.0,2.0,2.572218892298677
30-49,White,Middle,Other,1.0,1.0,3.0,2.0,2.0,5.0,0.3712181863824519
30-49,White,Low,Female,1.0,4.0,2.0,1.0,2.0,5.0,0.5584751193606229
30-49,Other,Low,Male,3.0,2.0,3.0,1.0,2.0,4.0,0.9513706708895686
50-64,White,Middle,Male,2.0,1.0,3.0,2.0,2.0,5.0,1.79283950721322
30-49,White,Upper,Male,3.0,4.0,1.0,1.0,1.0,1.0,0.4126059687633303
30-49,White,Upper,Male,2.0,1.0,3.0,2.0,1.0,4.0,0.7166532512995178
18-29,White,Middle,Female,3.0,4.0,2.0,1.0,2.0,,1.6443966021174763
50-64,White,Middle,Female,2.0,1.0,,,3.0,,0.6130449235696298
18-29,Hispanic,Low,Male,1.0,2.0,3.0,2.0,1.0,5.0,4.764723573445259
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,1.0939699844643864
18-29,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,2.0,0.3753105113184623
50-64,White,Upper,Male,2.0,1.0,1.0,2.0,2.0,4.0,0.4035831435376018
30-49,White,Middle,Female,2.0,2.0,2.0,2.0,2.0,5.0,1.264813291030204
50-64,White,Low,Female,3.0,2.0,2.0,2.0,2.0,5.0,0.9552890824653506
50-64,Other,Middle,Female,4.0,3.0,2.0,1.0,2.0,,1.375045692902752
65+,White,Upper,Male,2.0,1.0,4.0,2.0,2.0,2.0,0.3661152707477318
50-64,Black,Upper,Female,2.0,2.0,3.0,1.0,2.0,5.0,0.4850057627967883
30-49,White,Middle,Male,2.0,3.0,3.0,1.0,2.0,,0.616371765506827
50-64,Other,Upper,Male,3.0,1.0,,,3.0,,0.8806435842267619
50-64,White,Low,Female,2.0,1.0,3.0,2.0,2.0,,1.005394528430963
18-29,White,Upper,Male,3.0,2.0,3.0,2.0,1.0,2.0,2.6972480170634476
30-49,Black,Low,Female,4.0,3.0,3.0,2.0,2.0,5.0,0.6946080491866614
50-64,Hispanic,Middle,Male,2.0,1.0,3.0,2.0,2.0,,1.2578956169810591
50-64,White,Upper,Female,5.0,2.0,1.0,2.0,2.0,5.0,0.4916936116301789
30-49,Other,Upper,Male,3.0,1.0,2.0,1.0,1.0,4.0,0.3960881217689165
30-49,Other,Middle,Female,3.0,3.0,,,3.0,,0.4975177470379693
50-64,White,Upper,Male,3.0,3.0,2.0,1.0,2.0,5.0,0.4361056136210652
50-64,White,Middle,Male,3.0,2.0,3.0,1.0,1.0,5.0,0.7397547899070617
30-49,White,Middle,Female,2.0,3.0,2.0,1.0,2.0,5.0,1.096607191766351
30-49,Other,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,1.1282460817837083
30-49,White,Upper,Female,2.0,2.0,4.0,2.0,1.0,3.0,0.6702075281556068
30-49,White,Middle,Male,4.0,5.0,,,3.0,5.0,1.02232561477366
30-49,White,Upper,Male,2.0,3.0,2.0,1.0,1.0,4.0,0.4413673395126322
65+,White,Low,Male,1.0,1.0,2.0,2.0,1.0,,0.4256857257592571
18-29,Hispanic,Low,Female,1.0,2.0,3.0,2.0,1.0,2.0,2.3513254800111714
30-49,Hispanic,Middle,Female,3.0,2.0,2.0,1.0,2.0,4.0,0.4973241552765344
50-64,Hispanic,Upper,Male,2.0,4.0,2.0,1.0,1.0,1.0,0.5275109965897118
50-64,White,Upper,Female,3.0,1.0,3.0,2.0,2.0,5.0,0.3872786924189455
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,0.3795330288167965
30-49,Hispanic,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.273477499920478
65+,White,Low,Male,4.0,1.0,,,3.0,,0.3582731329695983
65+,White,Middle,Female,1.0,1.0,3.0,2.0,2.0,,0.5969477838963998
50-64,White,Middle,Female,3.0,4.0,2.0,1.0,2.0,4.0,0.7076715305247605
50-64,Asian,Upper,Female,1.0,1.0,1.0,2.0,2.0,,0.4055665516285809
50-64,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,5.0,0.5917706628827988
30-49,White,Upper,Female,3.0,2.0,4.0,1.0,2.0,4.0,0.4527443736289079
50-64,White,Middle,Male,3.0,2.0,3.0,1.0,1.0,3.0,0.3296763605261374
18-29,White,Middle,Male,1.0,1.0,2.0,1.0,1.0,2.0,3.756432787640343
50-64,White,Upper,Male,1.0,1.0,2.0,1.0,2.0,5.0,0.4573858775739136
18-29,White,Middle,Female,2.0,2.0,,,3.0,,1.887821793247937
30-49,Asian,Middle,Female,1.0,4.0,2.0,2.0,2.0,4.0,1.3344302033959372
65+,White,Middle,Female,4.0,4.0,3.0,1.0,2.0,,0.6617618293081974
50-64,White,Middle,Male,2.0,1.0,3.0,2.0,2.0,5.0,3.466123266408639
50-64,White,Upper,Male,3.0,3.0,3.0,1.0,2.0,4.0,0.6011581089520616
30-49,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,2.0,0.4289834181013083
18-29,White,Upper,Male,5.0,4.0,3.0,2.0,2.0,4.0,2.3671787399886592
30-49,Other,Middle,Female,2.0,1.0,4.0,1.0,2.0,3.0,0.3686718050260046
30-49,White,Upper,Female,1.0,2.0,1.0,2.0,1.0,2.0,0.5081514699421604
18-29,Other,Low,Female,3.0,3.0,2.0,1.0,2.0,4.0,3.010878762803519
18-29,White,Middle,Male,2.0,2.0,2.0,2.0,2.0,4.0,1.636676648301712
65+,Other,Upper,Male,1.0,1.0,3.0,2.0,2.0,,0.3780194910123807
50-64,Other,Low,Male,2.0,3.0,,,3.0,2.0,0.8684564483461215
30-49,White,Middle,Female,1.0,1.0,3.0,2.0,2.0,5.0,0.4797184830801147
18-29,Black,Upper,Male,2.0,2.0,4.0,1.0,2.0,5.0,1.6512019368589734
18-29,Hispanic,Middle,Male,4.0,3.0,3.0,1.0,2.0,5.0,2.366913156774297
30-49,White,Middle,Male,2.0,2.0,3.0,1.0,1.0,5.0,0.6245746593908131
65+,White,Upper,Male,1.0,2.0,3.0,1.0,1.0,5.0,0.1992558171134416
65+,Asian,Middle,Female,2.0,3.0,3.0,2.0,2.0,,0.5019292940051371
50-64,White,Middle,Female,1.0,1.0,3.0,1.0,2.0,,0.4000588781234867
50-64,White,Low,Female,1.0,5.0,4.0,1.0,2.0,5.0,0.5757070184321224
50-64,White,Upper,Female,3.0,2.0,3.0,1.0,2.0,5.0,0.520428935945123
65+,White,Middle,Male,2.0,3.0,1.0,2.0,1.0,4.0,0.3894515749440382
30-49,Black,Low,Male,3.0,3.0,4.0,1.0,2.0,5.0,1.4210786761180725
30-49,White,Upper,Male,2.0,2.0,2.0,1.0,2.0,5.0,0.4693990518191694
30-49,White,Upper,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.9365939598358864
50-64,White,Upper,Male,2.0,1.0,4.0,2.0,2.0,5.0,2.3064113668866084
30-49,White,Upper,Male,3.0,1.0,1.0,1.0,1.0,1.0,0.6316430576104239
30-49,White,Middle,Female,2.0,2.0,,,3.0,5.0,0.3797129503696964
65+,White,Middle,Female,1.0,2.0,4.0,1.0,2.0,5.0,0.4406309611566404
30-49,White,Upper,Male,3.0,1.0,2.0,1.0,2.0,5.0,0.3159454587370225
50-64,Hispanic,Upper,Male,2.0,2.0,1.0,1.0,1.0,2.0,0.3565737309854438
50-64,White,Upper,Male,2.0,2.0,2.0,2.0,2.0,,0.920355560079926
30-49,White,Middle,Male,2.0,2.0,2.0,2.0,2.0,4.0,1.1420661953024325
30-49,Hispanic,Middle,Female,3.0,3.0,4.0,1.0,2.0,4.0,0.5016356479325805
30-49,Other,Upper,Male,3.0,4.0,3.0,1.0,1.0,2.0,0.2440891068999209
30-49,White,Middle,Female,2.0,3.0,,,3.0,,0.8110831104687944
50-64,White,Low,Female,1.0,4.0,,,3.0,,0.6820372230816604
65+,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,5.0,0.5800168410982577
30-49,White,Middle,Male,3.0,1.0,,,3.0,,0.5771209289841385
50-64,Other,Low,Female,2.0,1.0,4.0,2.0,2.0,5.0,0.6250543147923968
50-64,White,Upper,Male,2.0,2.0,4.0,1.0,2.0,4.0,0.6162969153440082
30-49,White,Upper,Male,1.0,1.0,3.0,1.0,2.0,,0.9083160443666456
18-29,White,Low,Female,2.0,1.0,2.0,1.0,1.0,5.0,0.5863180476946884
30-49,Hispanic,Middle,Female,3.0,1.0,2.0,1.0,2.0,5.0,1.3378592683740096
18-29,White,Middle,Male,2.0,3.0,2.0,2.0,2.0,5.0,1.7049216752413787
50-64,White,Middle,Male,2.0,2.0,4.0,2.0,2.0,4.0,1.2291886032308088
50-64,White,Middle,Female,3.0,2.0,,,3.0,,0.7007634985473858
30-49,Hispanic,Middle,Female,2.0,1.0,1.0,2.0,2.0,2.0,1.0502016708474229
50-64,White,Middle,Male,1.0,1.0,2.0,1.0,2.0,4.0,0.4329009819943657
30-49,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.2822099701114433
50-64,Black,Upper,Male,2.0,4.0,3.0,1.0,2.0,5.0,0.9590619600695328
30-49,White,Middle,Male,3.0,2.0,3.0,2.0,2.0,5.0,1.5866607850580083
30-49,White,Middle,Female,3.0,2.0,,,3.0,,0.6329566479927146
50-64,Black,Middle,Male,3.0,2.0,1.0,2.0,1.0,4.0,0.8275388106829784
30-49,White,Middle,Female,2.0,1.0,,,3.0,5.0,0.5860862915124755
50-64,White,Low,Female,2.0,4.0,,,3.0,4.0,0.6816857714019778
50-64,White,Upper,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.9916758284554188
30-49,White,Upper,Male,3.0,1.0,3.0,1.0,2.0,4.0,0.3797500116622165
50-64,White,Middle,Male,2.0,2.0,4.0,1.0,2.0,5.0,0.7769846915183626
50-64,Hispanic,Middle,Female,2.0,2.0,3.0,1.0,2.0,5.0,0.5511869855981061
30-49,White,Upper,Male,3.0,1.0,3.0,2.0,1.0,3.0,0.5520211764739202
30-49,Black,Middle,Female,3.0,3.0,1.0,1.0,1.0,4.0,1.0685230024914378
50-64,White,Middle,Male,4.0,2.0,,,3.0,,0.7899900885268916
30-49,White,Middle,Female,2.0,2.0,3.0,1.0,2.0,5.0,0.7130844864205615
50-64,White,Middle,Female,4.0,4.0,,,3.0,,0.8965717251408779
65+,White,Middle,Male,5.0,1.0,2.0,1.0,2.0,5.0,0.7118888023592257
30-49,White,Middle,Female,1.0,1.0,4.0,2.0,1.0,5.0,0.9127386569948708
50-64,White,Middle,Female,3.0,1.0,2.0,1.0,2.0,5.0,1.258395426863145
65+,White,Low,Female,3.0,1.0,3.0,1.0,1.0,,2.323103904117231
30-49,Black,Upper,Male,5.0,5.0,2.0,2.0,2.0,5.0,1.2686875815223997
30-49,Other,Middle,Male,3.0,1.0,4.0,2.0,1.0,2.0,0.8117998576923382
50-64,White,Middle,Male,3.0,1.0,3.0,2.0,2.0,,1.507744441597608
30-49,White,Low,Female,3.0,1.0,3.0,2.0,2.0,5.0,0.957495490921413
50-64,White,Middle,Male,3.0,4.0,2.0,1.0,2.0,,0.6333506145534543
50-64,White,Middle,Male,3.0,2.0,2.0,1.0,2.0,5.0,1.0372296022877283
30-49,Hispanic,Low,Female,3.0,5.0,,,3.0,,1.0498861471803465
50-64,Hispanic,Middle,Male,4.0,3.0,2.0,1.0,1.0,5.0,0.5653854501626926
30-49,White,Middle,Male,1.0,1.0,3.0,2.0,2.0,4.0,0.5409841623032488
65+,Black,Middle,Female,1.0,,4.0,1.0,2.0,5.0,0.7422907264508146
30-49,White,Middle,Male,1.0,1.0,3.0,2.0,2.0,4.0,1.2257647705549737
50-64,Other,Low,Female,3.0,2.0,4.0,2.0,2.0,4.0,0.8182061017642331
50-64,White,Low,Female,3.0,2.0,2.0,1.0,1.0,4.0,1.08821571792076
50-64,White,Upper,Female,1.0,2.0,3.0,1.0,2.0,,0.7622554194089236
50-64,White,Middle,Male,2.0,2.0,3.0,2.0,1.0,5.0,0.4692239624268151
30-49,White,Middle,Female,3.0,4.0,2.0,1.0,2.0,5.0,1.3608440129022417
50-64,White,Middle,Male,1.0,3.0,,,3.0,,0.9139471290993462
50-64,White,Upper,Male,1.0,2.0,2.0,1.0,2.0,5.0,0.7136543957657507
30-49,White,Middle,Female,3.0,4.0,2.0,1.0,2.0,4.0,0.5632647091793632
18-29,Other,Low,Male,1.0,3.0,3.0,2.0,2.0,3.0,1.281049821341541
50-64,White,Upper,Male,3.0,2.0,,,3.0,5.0,0.5684119370268754
30-49,Other,Upper,Female,3.0,2.0,3.0,1.0,1.0,2.0,0.5636886160330402
18-29,Hispanic,Low,Male,3.0,3.0,3.0,1.0,2.0,5.0,2.376531115871163
50-64,White,Middle,Female,3.0,4.0,2.0,1.0,2.0,3.0,0.9520825024177187
30-49,Black,Low,Female,3.0,5.0,,,3.0,,0.9949790140936132
50-64,White,Upper,Male,3.0,1.0,3.0,1.0,1.0,2.0,0.8717407953983758
50-64,Hispanic,Upper,Female,3.0,2.0,2.0,1.0,2.0,4.0,0.5015398157693983
18-29,Black,Middle,Female,4.0,3.0,3.0,1.0,2.0,5.0,0.8096648973099805
30-49,Hispanic,Low,Male,1.0,2.0,2.0,1.0,2.0,5.0,0.7462825669962774
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,1.0,5.0,2.1170913987606497
50-64,White,Middle,Male,3.0,5.0,3.0,2.0,1.0,5.0,0.3356499700208006
30-49,White,Upper,Male,2.0,1.0,3.0,1.0,2.0,5.0,1.0453875643673107
50-64,White,Upper,Male,1.0,1.0,3.0,2.0,2.0,,0.5304013992319327
50-64,White,Middle,Male,1.0,1.0,3.0,2.0,1.0,5.0,0.7697512311919597
65+,White,Middle,Female,3.0,5.0,2.0,2.0,2.0,,1.182998255540887
65+,White,Upper,Male,2.0,1.0,3.0,1.0,1.0,1.0,0.4459566264388281
50-64,White,Upper,Male,3.0,2.0,3.0,1.0,1.0,4.0,0.8884387457471378
65+,Black,Upper,Male,3.0,2.0,3.0,1.0,1.0,5.0,0.3193814182376776
65+,Asian,Low,Male,2.0,3.0,3.0,1.0,1.0,,0.4550218760985171
18-29,White,Middle,Female,,1.0,3.0,1.0,1.0,5.0,1.4592616672000231
50-64,Asian,Upper,Male,2.0,5.0,3.0,2.0,1.0,4.0,0.3682424704537387
50-64,White,Middle,Female,2.0,1.0,3.0,2.0,2.0,4.0,0.4454699054476065
30-49,Other,Upper,Male,2.0,2.0,3.0,2.0,2.0,3.0,0.5206358775636136
30-49,White,Middle,Female,2.0,3.0,2.0,1.0,2.0,4.0,0.3793154732539667
30-49,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,4.0,0.7366928449261422
30-49,White,Low,Female,3.0,5.0,,,3.0,,1.341962425351545
30-49,White,Upper,Female,2.0,2.0,3.0,2.0,1.0,4.0,0.6982495735801045
30-49,White,Upper,Male,2.0,2.0,2.0,1.0,2.0,5.0,2.1948260324644897
18-29,White,Low,Female,1.0,1.0,2.0,1.0,2.0,5.0,0.975754659773276
30-49,White,Middle,Female,3.0,1.0,4.0,1.0,2.0,5.0,0.6030236982775518
18-29,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,2.0,1.0983589410167305
18-29,Hispanic,Middle,Female,4.0,1.0,2.0,1.0,2.0,,1.3841961987544162
50-64,White,Upper,Female,5.0,2.0,2.0,1.0,1.0,1.0,0.2609864748196829
65+,White,Upper,Female,2.0,1.0,4.0,1.0,2.0,5.0,0.2445612289620573
65+,White,Middle,Female,1.0,1.0,4.0,2.0,2.0,5.0,0.397710168197213
30-49,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.2639869349834214
18-29,Hispanic,Low,Female,5.0,2.0,2.0,1.0,2.0,4.0,1.1409086917390214
50-64,Black,Middle,Male,2.0,2.0,3.0,1.0,2.0,5.0,1.1918290200977029
30-49,Other,Middle,Male,3.0,2.0,1.0,1.0,1.0,2.0,0.2265495151469928
30-49,White,Middle,Female,1.0,1.0,,,3.0,,1.1522909421919714
50-64,White,Upper,Female,2.0,2.0,3.0,2.0,2.0,4.0,0.5680966613799048
18-29,Hispanic,Middle,Female,2.0,3.0,2.0,1.0,1.0,,0.6562058932257033
30-49,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,1.139888620737448
30-49,Other,Middle,Female,1.0,2.0,,,3.0,,2.2243743237234064
30-49,Black,Upper,Female,3.0,4.0,2.0,1.0,1.0,3.0,0.6492079051684854
50-64,Hispanic,Upper,Male,2.0,2.0,4.0,2.0,2.0,5.0,0.6941940615531041
65+,White,Upper,Female,3.0,5.0,3.0,1.0,1.0,,0.6169931293575508
65+,White,Middle,Male,2.0,3.0,3.0,2.0,2.0,,0.6197440273133089
50-64,Black,Low,Female,2.0,3.0,2.0,1.0,2.0,5.0,1.3319940868928388
30-49,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,,0.5960526664315149
30-49,White,Low,Female,5.0,2.0,3.0,1.0,1.0,5.0,0.7358056378522504
30-49,Hispanic,Upper,Male,2.0,1.0,3.0,2.0,2.0,5.0,0.7099376599943238
50-64,Other,Middle,Male,3.0,4.0,2.0,2.0,2.0,4.0,0.873674258452879
50-64,White,Middle,,1.0,2.0,3.0,1.0,2.0,4.0,0.2924182104996756
50-64,White,Middle,Female,1.0,1.0,4.0,2.0,2.0,,0.8807918945424091
30-49,White,Middle,Male,1.0,2.0,3.0,1.0,2.0,3.0,0.7640455870861318
30-49,Asian,Middle,Female,1.0,2.0,2.0,1.0,1.0,1.0,0.729599488006572
50-64,White,Low,Male,2.0,1.0,2.0,1.0,1.0,5.0,1.1324147356635403
30-49,White,Middle,Female,3.0,1.0,3.0,1.0,1.0,2.0,0.4565383593227409
65+,White,Upper,Female,1.0,1.0,3.0,2.0,1.0,4.0,0.7351343555039116
30-49,Asian,Upper,Male,1.0,1.0,3.0,1.0,2.0,5.0,0.6037792206020026
18-29,Other,Middle,Male,3.0,3.0,2.0,2.0,2.0,5.0,1.2489170244024024
30-49,White,Middle,Female,2.0,4.0,1.0,1.0,2.0,,0.8751620015811169
50-64,White,Middle,Male,2.0,1.0,3.0,2.0,1.0,5.0,0.3755350722938803
30-49,White,Middle,Male,2.0,3.0,4.0,1.0,1.0,2.0,1.1361743488288158
30-49,Hispanic,Middle,Male,3.0,1.0,3.0,1.0,1.0,5.0,0.609469916749767
30-49,White,Middle,Female,3.0,2.0,4.0,2.0,1.0,1.0,0.6927547214147836
30-49,Other,Upper,Female,2.0,,3.0,1.0,1.0,2.0,0.7945631001195856
30-49,White,Middle,Male,3.0,1.0,,,3.0,,1.2404057964132884
18-29,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,5.0,0.9408776088985736
18-29,White,Low,Female,3.0,1.0,3.0,1.0,2.0,,1.5066115658533057
18-29,Hispanic,Low,Female,1.0,1.0,2.0,1.0,1.0,5.0,1.3141343788030253
30-49,White,Upper,Male,2.0,1.0,2.0,1.0,2.0,5.0,0.2419114111218751
50-64,White,Upper,Male,1.0,1.0,4.0,1.0,2.0,,1.274775954583078
30-49,Other,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.7119298996473334
50-64,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.6428211020048396
50-64,White,Middle,Male,3.0,3.0,2.0,1.0,2.0,,0.9225272001551476
65+,White,Middle,Female,2.0,1.0,2.0,1.0,1.0,5.0,0.6515134044465035
50-64,White,Low,Male,1.0,3.0,2.0,2.0,2.0,,4.764723573445259
30-49,White,Middle,Male,2.0,4.0,2.0,1.0,2.0,5.0,0.6840307606915693
30-49,White,Upper,Male,3.0,1.0,1.0,2.0,1.0,3.0,0.8316105815402459
50-64,White,Upper,Female,1.0,1.0,3.0,2.0,2.0,,1.0063844881913253
50-64,White,Middle,Female,2.0,2.0,4.0,2.0,2.0,4.0,0.7367072197657119
50-64,White,Upper,Male,2.0,1.0,3.0,2.0,1.0,5.0,0.7976761746518131
50-64,White,Low,Male,2.0,2.0,3.0,2.0,2.0,5.0,0.6862924625201324
30-49,White,Upper,Female,2.0,1.0,2.0,2.0,2.0,,0.8088962397150222
30-49,Asian,Middle,Female,4.0,4.0,4.0,1.0,2.0,5.0,0.8782415129673583
30-49,White,Upper,Male,3.0,3.0,1.0,2.0,2.0,3.0,0.808782501939677
50-64,Hispanic,Low,Female,2.0,3.0,3.0,1.0,2.0,,0.8893021447569295
50-64,White,Low,Female,3.0,3.0,,,3.0,,0.6592678947573809
30-49,Other,Middle,Male,2.0,3.0,2.0,1.0,1.0,2.0,0.765969295142601
30-49,White,Middle,Female,2.0,1.0,3.0,,2.0,4.0,0.2149410321985447
30-49,Asian,Middle,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.7767793131360752
30-49,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,2.0,0.3480273748056835
30-49,White,Upper,Female,2.0,1.0,2.0,1.0,2.0,,0.9517262945615876
50-64,White,Middle,Female,2.0,2.0,4.0,2.0,2.0,5.0,0.6921582577950884
18-29,Asian,Middle,Male,3.0,2.0,4.0,1.0,2.0,5.0,2.370491990647356
50-64,White,Middle,Male,2.0,3.0,3.0,1.0,1.0,5.0,0.5487693222706975
30-49,White,Upper,Female,1.0,1.0,2.0,2.0,2.0,1.0,0.4263073313258829
50-64,Black,Upper,Female,2.0,1.0,1.0,1.0,1.0,2.0,0.3156560902161824
30-49,White,Upper,Female,1.0,1.0,4.0,1.0,2.0,5.0,0.7389875107019076
30-49,Hispanic,Middle,Female,1.0,3.0,4.0,1.0,1.0,5.0,0.8084286641223281
30-49,Hispanic,Low,Female,3.0,2.0,3.0,1.0,1.0,5.0,1.459871461131261
30-49,White,Middle,Male,3.0,2.0,2.0,1.0,2.0,,1.3911640376412124
50-64,White,Middle,Female,3.0,2.0,,,3.0,,0.3772996159631904
30-49,Black,Middle,Male,2.0,2.0,,,3.0,,0.9832219624147418
30-49,Black,Middle,Male,2.0,5.0,2.0,1.0,1.0,5.0,1.9321812177812825
30-49,White,Middle,Male,1.0,1.0,3.0,2.0,2.0,5.0,1.0454541997868017
18-29,Black,Low,Female,2.0,3.0,3.0,1.0,2.0,4.0,1.338745333025737
30-49,Hispanic,Middle,Female,4.0,2.0,2.0,1.0,2.0,5.0,0.655292287590165
50-64,White,Upper,Male,2.0,1.0,3.0,1.0,2.0,4.0,0.7111821830274992
50-64,Asian,Upper,Male,2.0,1.0,2.0,1.0,1.0,5.0,0.3379192617531051
30-49,Asian,Middle,Male,3.0,2.0,4.0,1.0,1.0,5.0,0.7280255930291697
50-64,White,Upper,Male,2.0,1.0,1.0,2.0,2.0,4.0,0.4724419974860732
18-29,Asian,Middle,Male,2.0,2.0,2.0,1.0,2.0,5.0,4.764723573445259
50-64,Hispanic,Middle,Male,3.0,3.0,3.0,2.0,2.0,,0.909206925037728
30-49,White,Upper,Female,1.0,1.0,1.0,1.0,2.0,2.0,0.1992558171134416
50-64,White,Upper,Male,4.0,3.0,2.0,1.0,2.0,4.0,0.5294736662962756
50-64,White,Middle,Female,4.0,3.0,3.0,2.0,2.0,5.0,0.62331201375213
18-29,Hispanic,Low,Female,5.0,3.0,3.0,2.0,2.0,,3.243407913366195
18-29,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.862209245714644
65+,White,Middle,Male,3.0,1.0,2.0,1.0,2.0,4.0,0.4263929892943613
50-64,White,Middle,Male,4.0,2.0,2.0,1.0,1.0,5.0,0.7922499594767373
30-49,Hispanic,Middle,Female,3.0,4.0,4.0,1.0,1.0,2.0,0.9526925063742658
50-64,White,Middle,Female,2.0,2.0,3.0,1.0,1.0,4.0,0.3117995356307848
50-64,White,Middle,Male,1.0,1.0,3.0,1.0,2.0,5.0,0.4468739741010004
18-29,Hispanic,Middle,Female,3.0,2.0,,,3.0,4.0,1.2189792403115238
30-49,Black,Middle,Female,2.0,3.0,3.0,2.0,1.0,2.0,0.4162307036515379
50-64,White,Middle,Female,1.0,2.0,3.0,2.0,2.0,2.0,0.3720196521681108
30-49,Black,Middle,Female,3.0,3.0,2.0,,2.0,,0.4264607678882802
50-64,White,Middle,Male,1.0,1.0,3.0,2.0,2.0,5.0,1.5732593713014198
30-49,White,Low,Female,2.0,1.0,4.0,1.0,2.0,5.0,1.0147545458668223
30-49,White,Middle,Male,1.0,1.0,1.0,1.0,1.0,5.0,1.3570554711511045
65+,Hispanic,Low,Female,2.0,2.0,2.0,1.0,2.0,,0.8005303868115283
50-64,White,Middle,Female,3.0,1.0,3.0,1.0,1.0,5.0,0.8253804387906645
50-64,White,Middle,Male,2.0,1.0,2.0,1.0,2.0,4.0,0.7627493567890448
30-49,Black,Middle,Female,4.0,3.0,4.0,1.0,2.0,,1.0013764844255095
18-29,Hispanic,Low,Male,3.0,4.0,,,3.0,4.0,4.764723573445259
50-64,Black,Upper,Male,2.0,1.0,2.0,2.0,1.0,4.0,1.7633309542537936
18-29,White,Middle,Male,3.0,2.0,3.0,1.0,2.0,2.0,1.3148133065780332
65+,White,Middle,Male,3.0,2.0,4.0,2.0,2.0,5.0,0.970134796932525
30-49,White,Middle,Female,2.0,2.0,3.0,1.0,2.0,5.0,0.8979526948267205
50-64,White,Upper,Male,2.0,2.0,1.0,2.0,1.0,4.0,0.5600510843446636
50-64,White,Middle,Male,3.0,4.0,3.0,1.0,1.0,4.0,0.8578937761608837
30-49,White,Upper,Female,3.0,1.0,3.0,2.0,2.0,5.0,0.395340984591307
30-49,White,Upper,Female,2.0,1.0,3.0,1.0,1.0,4.0,0.502084150767898
50-64,White,Low,Female,3.0,2.0,2.0,1.0,2.0,4.0,0.6983864478571699
30-49,Hispanic,Middle,Male,2.0,2.0,3.0,2.0,2.0,5.0,1.663149063093195
50-64,White,Upper,Female,3.0,1.0,3.0,2.0,2.0,2.0,0.31775295811214
30-49,Black,Low,Female,5.0,4.0,,,3.0,,0.1992558171134416
50-64,Hispanic,Upper,Male,1.0,1.0,2.0,2.0,2.0,5.0,1.125212777430633
30-49,White,Low,Female,2.0,1.0,,,3.0,,0.8135905336178841
18-29,Other,Middle,Female,3.0,1.0,2.0,1.0,1.0,4.0,0.6225322739949358
30-49,White,Low,Female,2.0,2.0,4.0,2.0,2.0,,1.6938786720585064
30-49,White,Middle,Male,3.0,2.0,,,3.0,5.0,1.8425813565849527
50-64,Black,Upper,Female,1.0,1.0,3.0,2.0,2.0,4.0,0.393050587227356
30-49,White,Middle,Female,3.0,2.0,2.0,2.0,2.0,5.0,0.5152946707004219
30-49,White,Middle,Male,2.0,2.0,2.0,2.0,2.0,5.0,0.9180099164291586
